,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
121,Żywiołak magmy,0.1948979592,0.2230411171,0.2083677857,0.3755102041,0.5306122449,0.5605605606,0.8889332801,1.2071428571,0.9456034315,1.7002040816,2.947145237,3.2502708559,7.8618421053,12.2947604371,0.1955416504,0.2279108175,0.3634693878,0.3689320388,0.4775510204,0.7324489796,0.7551020408,0.7877980157,1.3910204082,1.5179584121,2.7686647248,3.0480480481,6.6159695818,10.4742794601,0.0991836735,0.105129022,0.2960703391,0.3110492108,0.5930612245,0.6586730616,0.9122919334,1.3457352068,1.4470453429,1.4476717381,3.6781609195,5.2915967952,6.3729859445,15.6885714286,0.0977708252,0.1113792463,0.2609123728,0.3265306122,0.5347513481,0.7794790217,0.8808392716,0.9656004828,1.5612244898,1.6149887848,2.7544120073,3.0560608566,8.1746794872,11.6391297235,0.1481632653,0.1559633028,0.2718367347,0.3148979592,0.4012099984,0.420336269,0.9343434343,1.2381404175,1.357234315,1.7977340886,3.5319004908,3.9892815274,5.1828055683,6.3510954828,0.1293877551,0.1480959097,0.2703651685,0.3965344885,0.5513619954,0.7172171194,0.7504717666,1.0705009276,1.7251020408,1.8852603707,2.3719717878,2.4536751081,6.8392727273,10.6705004282,0.1113172542,0.1230283912,0.2546024285,0.3530434783,0.3142903912,0.3513909224,0.9869387755,1.2191582003,1.6767346939,1.6760115169,2.8420408163,3.0779591837,6.073761045,9.5009242144,0.1626530612,0.1688872209,0.2441860465,0.3230612245,0.429890848,0.447005413,0.914058619,1.0596616207,1.7669247568,1.8755701514,2.1347248577,2.4003795066,6.5941101152,9.8325596817,0.0916361213,0.1470360625,0.6387941863,0.7023121387,0.6331658291,0.6462585034,0.6803391836,0.7189842435,0.8226530612,1,2.1209810649,3.6102637718,5.3125365113,6.4365064164,0.0357142857,0.123071874,0.247706422,0.2801932367,0.523255814,0.5651105651,1.1545293073,1.2763305497,1.1804052725,1.5625,2.3898874185,8.593372833,23.3300970874,37.3402942572,48.350401668
122,Żywiołak umysłu,0.0668064709,0.0769922109,0.0669251607,0.0805463141,0.1782721316,0.2147445116,0.3032354703,0.4216896345,0.2950269623,0.595386459,1.0139113218,1.2738765728,3.1057519473,4.7203098107,0.0653684841,0.0906530857,0.1243259437,0.1261833433,0.1127330539,0.1983223487,0.2947200728,0.3045046076,0.4742360695,0.5156381067,0.9837137099,1.1697591333,2.6095340118,4.0277777778,0.0345116836,0.0332996973,0.1417016177,0.1619532654,0.2846015578,0.3164769323,0.295382702,0.4074295986,0.5296584781,0.571420012,1.2871779509,1.7016177352,3.1187537448,7.2038945476,0.0340323547,0.041342121,0.0837547408,0.085531005,0.1850028502,0.2905931696,0.2998801678,0.319892151,0.5127022169,0.5751879699,1.0599760336,1.2204313961,3.0800479329,4.3028759736,0.0732174955,0.0769322948,0.132654284,0.1533852606,0.1959856201,0.2076093469,0.4572198922,0.6259436789,0.4356089793,0.615727003,1.7506291192,2.1341521869,2.7721390054,3.3588376273,0.0452965848,0.0511683643,0.0911404391,0.147453565,0.1809759776,0.2473337328,0.2708507963,0.3022841576,0.5596165368,0.7559017376,0.8426384879,0.9520671061,2.7074336385,5.5599760336,0.038765728,0.0424859742,0.085200719,0.1568004793,0.1008615255,0.1136202244,0.3333133613,0.4101258238,0.6153385261,0.6626722588,0.6453586175,1.1245656082,2.0810665069,3.8457159976,0.0563810665,0.0582983823,0.0783103655,0.1029958059,0.1639304973,0.1696225285,0.3094690811,0.3889100714,0.613241462,0.6457159976,0.7190412783,0.9407429599,2.3510614015,3.2305681137,0.0329538646,0.0590772918,0.2932893948,0.3157579389,0.3042540443,0.2447573397,0.3255841821,0.3690832834,0.3954463751,0.4714799281,1,1.8383463152,2.0907669671,2.5266917293,0.0128220491,0.038866145,0.0837028161,0.0947273817,0.1783702816,0.1968728601,0.3844817256,0.4719546481,0.5718394248,0.7415218694,0.8755542241,3.1601032925,8.5179814385,13.3729942888,19.2822205918
123,Żywiołak magii,0.0559145129,0.0643141153,0.0573796621,0.0701834687,0.1490699057,0.1590457256,0.2529324056,0.3489065606,0.2537276342,0.3427631278,0.8187823453,1.0437375746,2.6577037773,4.028275039,0.0546719682,0.062181769,0.1038767396,0.105417495,0.0966742409,0.1191033068,0.2057106549,0.2605161354,0.3966202783,0.4316600398,0.7559964837,0.9172239292,2.2330186085,3.4376371982,0.028777336,0.0286806883,0.0834493042,0.0888044535,0.1677435388,0.1866787494,0.2518335248,0.2809336914,0.3820554931,0.4904572565,1.064612326,1.268876776,1.7240100158,4.9623757455,0.0282803181,0.0298003377,0.0718416772,0.0731261426,0.147490188,0.1949304175,0.2502982107,0.2681411531,0.4285785288,0.4288116592,0.8300198807,1.0519383698,2.6144632207,3.6522365805,0.0427932406,0.0448807157,0.0781809145,0.0904075547,0.115168411,0.1149089848,0.2596248304,0.320980569,0.2839349093,0.3332406807,0.9864347497,1.2430914513,1.6838966203,2.1218145671,0.0376739563,0.0427435388,0.0765407555,0.1051515419,0.1535578813,0.1584013121,0.2300231358,0.2570728447,0.466500994,0.513980461,0.6407388999,0.8156063618,2.3119284099,4.720526839,0.0324552684,0.0333490102,0.071222664,0.0955249165,0.0866347803,0.0968835782,0.2777833002,0.3427932406,0.4432647072,0.5396174863,0.5531766145,0.5938515988,1.7384691849,3.0656063618,0.0470675944,0.0486580517,0.0669980119,0.0884194831,0.1256750123,0.1438866799,0.2589847049,0.2874974834,0.5135188867,0.5396620278,0.5826751262,0.8051689861,1.9438546827,2.5358074308,0.0240321594,0.0429242725,0.1617667106,0.1436722145,0.1790258449,0.1541832346,0.1914512922,0.1964554422,0.2331510934,0.2769880716,0.5439671469,1,1.7879050016,2.1529935612,0.0105864811,0.0333214857,0.0699801193,0.0791749503,0.1491550696,0.1563207975,0.2907554672,0.3323811997,0.336332008,0.4356858847,0.6013916501,2.6753750717,7.1682711864,11.3245242825,16.317935345
124,Ognisty ptak,0.0378271388,0.0434792171,0.0303276886,0.0303265044,0.1012315813,0.1045304596,0.1709478777,0.2107103585,0.1276665934,0.1860567407,0.5403122938,0.5924565648,1.4418077854,2.3944578843,0.0367934902,0.0421596657,0.0705520123,0.0718055861,0.0508099188,0.0508620425,0.1393446228,0.144402903,0.2669892237,0.2912249835,0.4998900374,0.5552672091,1.2070595997,2.0481196393,0.0193534198,0.0144252836,0.056564768,0.0584561249,0.1133934462,0.12685287,0.1386408621,0.1577083792,0.2571365736,0.2570046184,0.6816582362,0.8061139213,1.1191994722,2.0463162525,0.0189575544,0.0199472179,0.0384869144,0.0391894319,0.1005937981,0.128788212,0.1697162965,0.1820760941,0.2880800528,0.2881020453,0.4854629426,0.5061139213,1.3286782494,2.2542115681,0.028788212,0.0302837035,0.0529360018,0.0614031229,0.0778975148,0.0779195074,0.1705080273,0.2849131295,0.1424348293,0.1719001418,0.6511546074,0.7497690785,0.9243897075,1.2522102485,0.0252914009,0.0288541896,0.0518363756,0.0655817022,0.089267649,0.0923026171,0.1288541896,0.146800088,0.3121838575,0.3368814603,0.4252694084,0.4406421817,1.2517703981,2.0528040466,0.0217725973,0.0224983506,0.0481636244,0.0582142072,0.0461842973,0.0535737849,0.1898394546,0.2350780735,0.3015394766,0.3177039806,0.2871123818,0.3004559935,1.2038926765,2.0008357159,0.0313173521,0.0324609633,0.0371013855,0.0476138113,0.0800307895,0.0828678249,0.1752584121,0.1947877722,0.3449747086,0.540488234,0.3889377612,0.4415438751,1.2854849351,1.6549153288,0.0158566088,0.0206994226,0.1100725753,0.0788091068,0.1211787992,0.0865625687,0.130723554,0.1346162305,0.1583021773,0.1882340004,0.4782933803,0.5593138333,1,1.2681132076,0.006861667,0.0160434671,0.0473279085,0.0539036728,0.1016714317,0.1066637343,0.0848884116,0.2241583118,0.2279964812,0.296129316,0.2295318309,1.6591954851,4.6565665463,6.991185043,11.2326015415
125,Feniks,0.0315429252,0.0362892427,0.0252789763,0.0252830603,0.0837821753,0.0865496206,0.1407826216,0.1744383276,0.106085404,0.1544859396,0.4417646184,0.4829489659,1.1936616575,1.8800624907,0.0307692308,0.0352774885,0.0585180777,0.0594554382,0.0421961018,0.0422797875,0.1157119476,0.1196548133,0.2196994495,0.239681595,0.4098794822,0.4553935426,0.9791697664,1.6259038834,0.0161731885,0.0120220205,0.0469275405,0.0485790805,0.0935575063,0.1046570451,0.1152804642,0.1309031394,0.2124683827,0.2124088677,0.5642910281,0.6694837078,0.9144918911,1.7069632495,0.0158458563,0.0167088231,0.0320785597,0.0326481751,0.0839904776,0.1082576997,0.1402618658,0.1503496504,0.2368992709,0.2373009969,0.3998660914,0.4154292516,1.1253980063,1.6110697813,0.024103556,0.0252938551,0.0441005803,0.0510787085,0.0646629966,0.0647373903,0.1429400387,0.2460943312,0.117712382,0.1420166629,0.5307692308,0.6069186133,0.7568962952,1.0131230472,0.0212170808,0.0240440411,0.0432524922,0.0551108466,0.0742002678,0.0765511085,0.1069781283,0.1213509894,0.2570004464,0.2760898676,0.3495610772,0.3612557655,1.02535337,1.6746763874,0.0183008481,0.0188513614,0.0402023508,0.0490700789,0.038431781,0.0445171849,0.1582205029,0.1955958935,0.2487725041,0.2632941527,0.2358875167,0.2465555721,0.9791548877,1.6375539354,0.0262460943,0.0271090612,0.030754352,0.0394137777,0.0660467192,0.0682041363,0.1447552448,0.160318405,0.282829936,0.4779645886,0.3188811189,0.3627733968,1.0497545008,1.3788275554,0.0133908645,0.0177503348,0.0910132421,0.0649993313,0.1000148787,0.0713733075,0.1083320934,0.1114566285,0.1310370481,0.1553637852,0.3957744383,0.464469573,0.788573129,1,0.0058473441,0.0134355007,0.0396667163,0.0448593959,0.0843624461,0.0885284928,0.0703370165,0.1868620741,0.1877845559,0.2437583693,0.1901502753,1.3609508584,3.7908187411,5.5131529158,9.6133681233
126,Chłop,5.54,6.6860465116,17.8466666667,31.9,14.8728813559,15.3951890034,25.4285714286,34.1860465116,92.2933333333,98.2,80.0823045267,88.6075949367,215.407725322,341.478599222,5.8479532164,6.5402843602,9.2,10.3465346535,31.5866666667,56.82,21.316872428,21.8032786885,34.4666666667,42.2631578947,75.5648535565,81.8548387097,181.791044776,291.966101695,3.1,9.4866666667,8.1683168317,8.4810126582,14.5348837209,17.9912663755,70.3,74.5133333333,41.6981132075,41.8666666667,110.769230769,138.536585366,178.75,740.626666667,3.0303030303,3.2085561497,21.7266666667,22.44,15.1271186441,20.9625668449,25.7225433526,27.1186440678,46.0843373494,46.015037594,74.5535714286,88.4210526316,217.063829787,320.495495495,4.6,4.8571428571,7.26,8.74,11.7209302326,11.7100371747,28.1725888325,21.1051212938,103.693333333,114.813333333,95.7339449541,104.933920705,142.352941176,169.530685921,4.1733333333,4.5901639344,7.6237623762,10.4845814978,36.1133333333,37.46,54.5,58.1733333333,50,53.1343283582,64.4583333333,66.4853556485,188.08,290.7,3.4482758621,3.5616438356,7.6470588235,10.3045685279,27.0333333333,28,29.7466666667,35,45.8482142857,46.4705882353,173.546666667,183.22,158.894472362,220.285714286,5.0866666667,5.2941176471,18.1933333333,25.74,11.5837104072,12.0187793427,26.6666666667,29.0243902439,50.2824858757,52.9896907216,58.6956521739,67.4666666667,202.955665025,256.753246753,2.7093596059,4.1666666667,16.4055299539,41.5133333333,17.5977653631,41.32,18.956043956,19.6652719665,22.96,28,77.9906542056,94.4600938967,145.737179487,171.017811705,1,12.2733333333,7.7142857143,7.8804347826,14.5161290323,15.4017857143,79.7,37.3722627737,33.5195530726,44.2857142857,138.973333333,220.993227991,584.800884956,756.5,966.237745098
127,Niziołek,0.9184845006,1.227321238,1.7,3.0666666667,5.3226666667,5.4567600487,4.9444444444,8.868,7.76,9.6277278562,27.7306666667,30.2746666667,72.3573333333,149.192,1.8506666667,2.1506666667,1.5664018161,2.2305229456,3.5813333333,5.2826666667,7.252,9.4293333333,5.2862985685,7.1632471008,25.66,28.7586666667,60.6724782067,124.889333333,0.3819444444,0.9013333333,2.5293333333,3.0813333333,2.5278058645,4.1490433031,6.3333333333,7.9812206573,12.892,12.912,17.92,43.072,55.1493333333,95.6632653061,0.4599816007,1.0093333333,2.1853333333,2.7088036117,5.2933333333,7.088,4.7491995731,7.8786666667,11.6013333333,14.5195729537,24.9093333333,38.808,71.6253333333,139.928,0.5958291956,0.7819687213,1.1368909513,1.6732026144,2.2047244095,4.0436456996,7.2930354796,17.2573333333,10.2787878788,12.1783295711,33.564,37.3186666667,46.7253333333,78.2666666667,0.4844006568,0.7413945278,2.296,3.6066666667,4.1687344913,4.4975490196,5.3025641026,7.2305764411,12.5586666667,16.9106666667,21.9146666667,22.5106666667,62.888,125.728,0.5519779209,1.144,2.4573333333,3.068,2.6386666667,3.36,4.1641641642,7.1718249733,15.5746666667,16.1293333333,19.94,20.924,52.9626666667,81.9123505976,0.6201550388,0.8,2.1,3.016,4.18,5.2906666667,4.9066666667,10.0546666667,9.8888888889,18.932,19.9106666667,22.012,34.3333333333,90.9413333333,0.776,1.0602678571,5.724,5.3524229075,3.6542923434,5.7786666667,5.8933333333,7.128,4.0441176471,8.1253333333,25.7293333333,30.0106666667,62.3306666667,74.4296788483,0.0814774579,1,1.912,2.4026666667,3.1952662722,5.6906666667,9.6506666667,11.4285714286,6.6666666667,8.2710779082,12.3469387755,100.256016385,267.54048583,365.255338904,467.368109069
128,Rozbójnik,0.7518518519,0.8725925926,0.8892025406,1.7718518519,2.1666666667,2.3092783505,3.4866666667,4.817037037,4.2437037037,7.8118518519,11.8369829684,13.0030959752,31.0581683168,48.1668496158,0.7777777778,0.922459893,1.4392592593,1.4666666667,2.08,3.6318518519,3.1508515815,3.2360097324,5.4318518519,5.9481481482,11.1001843884,12.1921921922,26.3209076175,40.8392603129,0.3733333333,0.4423592493,1.1827956989,1.2745719721,2.32,2.6258763544,3.988803359,6.1696296296,5.9528619529,5.9582542695,13.6492890995,20.9439528024,25.3269754768,65.6251851852,0.3703703704,0.4459259259,1.1157894737,1.4226437463,2.2396486826,3.2474074074,3.502962963,3.9111111111,6.2851851852,6.6126418152,11.0013175231,12.2465208748,32.2236260265,45.4342273308,0.5666666667,0.6110711718,1.0614814815,1.2348148148,1.5889029004,1.7213114754,4.1111111111,7.1222222222,6.2814814815,8.4414814815,14.1299932295,15.5179153094,20.7090464548,26.2639821029,0.4896296296,0.5687203791,1.0868031052,1.5909090909,2.3578947368,3.2696296296,3.1125827815,4.2740740741,6.7651851852,7.6559139785,9.50829748,9.8147004324,27.1949103528,41.6078244275,0.4234297812,0.4971319312,1.0111111111,1.4614830814,1.3675213675,1.5180265655,3.9355555556,4.8908296943,6.7833553501,6.9955724225,12.1911111111,13.8622222222,22.3147494707,33.7049180328,0.617037037,0.6451612903,1.0266666667,1.3888888889,1.7438692098,1.8066337332,3.6078431373,4.3194192378,6.9837037037,7.8162962963,8.604206501,9.908616188,24.6706586826,38.6384364821,0.3664223851,0.5806845966,2.440027416,3.2573726542,2.4933333333,3.1659259259,2.8177777778,3.0012771392,3.2688888889,4.037037037,11.9470293486,14.2897727273,21.1291821561,25.2100525131,0.1296296296,0.5230125523,1,1.12,2.0874074074,2.3358158429,5.6592592593,5.3250130005,4.6940740741,6.0896296296,10.6155555556,33.5388831792,86.0729404103,132.317524386,169.632099828
129,Knurzy jeździec,0.6896551724,0.7972413793,0.72,1.2689655172,1.9086460033,2.0107719928,3.1517241379,4.2068965517,3.4110344828,5.9806896552,10.3455608719,11.3759479957,27.4262295082,43.9019509755,0.6816632584,0.8013937282,1.2951724138,1.3253012048,1.6137931035,2.5455172414,2.7177334732,2.7911857293,4.8910344828,5.3426480373,9.6992481203,10.6898367562,23.0791094268,36.9974226804,0.3510344828,0.3594771242,1.0570147341,1.1111111111,2.0731034483,2.3395797842,3.3101045296,4.7765517241,5.1276102088,5.1307189543,12.9313662604,18.4415584416,22.039122703,53.34,0.3482758621,0.3891050584,0.9049516221,1.1034482759,1.9734660033,2.835862069,3.1544827586,3.444137931,5.5227586207,5.7062937063,9.5866819747,10.5660377358,28.8192090395,41.4868804665,0.5248275862,0.5621693122,0.9613793103,1.1144827586,1.4416475973,1.5014299333,3.4796238245,7.3572413793,4.4796619123,6.2659698026,12.4078478002,13.9054290718,18.0789754536,23.5506519559,0.4565517241,0.5210918114,0.9637046308,1.4091178212,1.9881656805,2.5620689655,2.6801451529,3.6175548589,6.0462068966,6.6253101737,8.3038110574,8.5660377359,23.8801422042,37.4613402062,0.3919007185,0.4283360791,0.9151724138,1.2743251726,1.1123986095,1.2474012474,3.6193103448,4.4770153231,5.8921399885,6.1037527594,8.7310344828,10.4331034483,20,30.444225074,0.5806896552,0.6040268456,0.8450704225,1.115862069,1.5130023641,1.5667074663,3.2585596222,3.7539432177,6.2910344828,7.0074982958,7.5125208681,8.6842105263,23.5697940503,34.6234676007,0.3193960511,0.5137912385,2.1127596439,2.4607594937,2.2324137931,2.2551928783,2.4751724138,2.6154702282,2.9406896552,3.5689655172,10.5566097407,12.630257376,18.5516115871,22.2918739635,0.1268965517,0.4162042175,0.8928571429,1,1.8786206897,2.0365997639,4.0261527873,4.6146913024,4.2144827586,5.5151724138,8.1099195711,30.113811135,80.8101498013,115.631981188,148.483992467
130,Mumia,0.3703703704,0.43,0.4097560976,0.777037037,1.0194597735,1.0533740889,1.6940740741,2.3411111111,2.6044444444,3.2466666667,5.4801464376,6.0258249641,14.5436105477,23.2169312169,0.3722222222,0.4194528875,0.692962963,0.7065584855,0.937037037,1.3748148148,1.427783903,1.4663726571,2.5966666667,2.8244811819,5.1350582883,5.6593253415,12.2473604827,19.5883556971,0.1881481481,0.2566666667,0.5617977528,0.5829466357,1.0937037037,1.25,2.1111111111,2.5888888889,2.6943005181,2.6960503721,7.4666666667,9.7998619738,11.6734693878,29.0577777778,0.19,0.2054794521,0.5138978668,0.6726457399,1.0267471959,1.4966666667,1.7044444444,1.8451851852,3.0059259259,2.9977957384,5.0806206267,5.5679421513,15.2678838671,22.0142326733,0.2807407407,0.3044412607,0.5133333333,0.5955555556,0.773955774,0.7859281437,2,4.0959259259,2.9911816579,3.4113183686,6.5835962145,7.4275023386,9.5625176404,12.8834019204,0.2459259259,0.2860061287,0.5157401206,0.7402799378,1.2444444444,1.3759259259,1.9622222222,2.257037037,3.2951851852,3.4970530452,4.3961352657,4.5374071959,12.663614328,19.9200548196,0.2155172414,0.2265466163,0.4862962963,0.6593049691,0.6270411496,0.8365284071,1.9403703704,2.4181360202,3.11400849,3.2606132076,5.3922222222,5.7114814815,11.0212617637,16.6522678186,0.3111111111,0.3313696613,0.4796296296,0.7577777778,0.7920792079,0.8244766506,1.7635782748,1.9822320933,3.3785185185,3.9140740741,3.9705882353,4.5902630783,13.268921095,18.3964019851,0.1676318196,0.2706552707,1.1159874608,1.3228089276,1.1881481482,1.3610315186,1.3251851852,1.3823529412,1.5659259259,1.9111111111,5.6063150823,6.7044318561,9.8356045858,11.8536155203,0.0688888889,0.312962963,0.4790631654,0.5323054332,1,1.0717614166,1.980365606,2.442165514,2.2703703704,2.9866666667,4.4550810015,16.0163599182,43.4538878843,63.346215781,81.5356773526
131,Nomad,0.3489855072,0.4,0.3125,0.3520183662,0.9355010661,1.0035842294,1.587826087,2.024057971,1.4249275362,2.4727536232,5.1563328034,5.7471264368,13.826446281,21.7658730159,0.3368115942,0.3976945245,0.6498550725,0.6588405797,0.5332725615,0.9594202899,1.345804105,1.3944954128,2.4628985507,2.6910144928,4.8134328358,5.3789083201,11.649928264,18.4947391024,0.1785507246,0.1546391753,0.5185507246,0.548431105,1.0515942029,1.1781527023,1.469072165,1.9710144928,2.5007072136,2.5702592087,6.6831884058,8.6434782609,10.9113043478,24.728115942,0.1753623188,0.1892753623,0.3965087282,0.4008685485,0.9459459459,1.4130434783,1.595942029,1.7127536232,2.7298550725,2.8105625718,4.8553623188,5.3088193048,14.4750283768,20.6872463768,0.2649275362,0.2805797101,0.4843478261,0.5608695652,0.7185628743,0.7305194805,1.6686956522,3.8014492754,1.6121673004,2.6062801932,6.2002898551,7.0336231884,9.1345376112,12.2387281731,0.2327536232,0.2649275362,0.4742028986,0.7002898551,0.8955223881,1.0901449275,1.3400725765,1.5124508519,2.9947826087,3.3324637681,4.1231343284,4.3356070941,12.0533196616,18.8155339806,0.1994202899,0.210299272,0.4402898551,0.6165217391,0.4724409449,0.5376344086,1.8092753623,2.2336231884,2.9410080183,3.1287128713,3.1484705297,4.6182608696,10.2533333333,16.1212754835,0.2939130435,0.3034782609,0.3788405797,0.4982608696,0.7602898551,0.7814492754,1.6544927536,1.863743148,3.16,3.6171014493,3.727222529,4.4,12.0536231884,16.7779349364,0.1532460295,0.2592087312,1.0449275362,1.0860335196,1.1208695652,0.8812615955,1.2214492754,1.3095569797,1.4826086957,1.7695652174,5.0794202899,6.3971014493,9.375257732,11.2957983193,0.0649275362,0.1757263355,0.428115942,0.4910144928,0.9330434783,1,1.5346274921,2.2198135703,2.1301449275,2.8005797101,3.6066666667,15.2124932018,40.9306286776,62.8201852443,80.9081580298
132,Strzelec,0.1405128205,0.179463171,0.2051449039,0.2720686086,0.5854879066,0.7847863248,0.7914529915,0.8844765343,0.8547008547,0.921942225,3.1311343524,3.5897435897,10.6974358974,26.8155555556,0.1817094017,0.2172544081,0.248034188,0.3460264901,0.3399680372,0.4504627109,0.7556528082,1.7222222222,0.8833077055,1.1857649144,2.8365007068,3.4700854701,9.0307692308,22.9126495726,0.0580628134,0.096674967,0.2694757472,0.3606837607,0.4156967077,0.653968254,0.677925785,0.7872192637,1.3213751869,1.8769230769,2.9032258065,4.0804597701,5.6044618631,13.1206837607,0.0711946462,0.0965406275,0.2628533642,0.2657807309,0.5587728909,0.6876923077,0.7435254804,0.8266666667,1.1594422552,1.5011037528,2.8547008547,7.5025641026,10.0683760684,25.312991453,0.0889547813,0.1171444322,0.1764102564,0.2605128205,0.3378468964,0.4286880784,0.6791483113,1.4388034188,0.9744886233,1.1925287356,3.8126495727,5.0897435897,5.5161185282,14.6497435897,0.073437889,0.1094177413,0.23536604,0.4068376068,0.4428627916,0.4594391587,0.6265147843,0.7328845421,1.2620918984,1.7536945813,2.4450766556,3.4461538462,9.3186324786,23.3863247863,0.0841750842,0.1125866051,0.241025641,0.2695167286,0.3116883117,0.367816092,0.6429675425,1.0877306572,1.7079660735,2.3986324786,2.0696419814,2.16894634,5.8105982906,10.5435897436,0.093928212,0.120369132,0.261025641,0.3324786325,0.5907692308,0.9721367521,0.7804326311,1.145515803,1.625982906,2.1916239316,2.1979811136,3.2760683761,5.2544318327,9.6235599546,0.0720366732,0.1273629173,0.6235897436,0.5493387589,0.5907692308,0.6186909801,0.6288888889,0.8010908471,0.6524786325,0.8661538462,2.6009038492,3.4393162393,11.7801709402,14.2172649573,0.0125470514,0.1036197845,0.1767015707,0.2483760684,0.504957265,0.6516239316,1,1.094017094,1.1025641026,1.3769230769,1.3789173789,18.7907869482,49.7381196581,82.4793162393,106.83604336
