,Nazwa,Pikinier,Halabardnik,Łucznik,Kusznik,Gryf,Gryf królewski,Zbrojny,Krzyżowiec,Mnich,Kapłan,Kawalerzysta,Czempion,Anioł,Archanioł,Centaur,Centaur bojowy,Krasnolud,Krasnoludzki wojownik,Leśny elf,Wysoki elf,Pegaz,Srebrny pegaz,Drzewiec,Ent,Jednorożec,Jednorożec bitewny,Zielony smok,Złoty smok,Gremlin,Większy gremlin,Kamienny gargulec,Obsydianowy gargulec,Kamienny golem,Żelazny golem,Mag,Arcymag,Dżinn,Wielki dżinn,Naga,Królewska naga,Gigant,Tytan,Chochlik,Chowaniec,Gog,Magog,Piekielny ogar,Cerber,Demon,Rogaty demon,Czart,Czarci lord,Ifryt,Sułtański ifryt,Diabeł,Arcydiabeł,Szkielet,Kościej,Ożywieniec,Zombie,Zjawa,Upiór,Wampir,Wampirzy lord,Lisz,Arcylisz,Czarny rycerz,Upiorny rycerz,Kościany smok,Upiorny smok,Troglodyta,Piekielny troglodyta,Harpia,Harpia wiedźma,Złe oko,Obserwator,Meduza,Meduza królewska,Minotaur,Wielki minotaur,Mantikora,Chimera,Czerwony smok,Czarny smok,Goblin,Hobgoblin,Wilczy jeździec,Wilczy rycerz,Ork,Uruk,Ogr,Ogr szaman,Rok,Ptak gromu,Cyklop,Cyklop królewski,Behemot,Starożytny behemot,Gnoll,Gnoll maruder,Jaszczuroczłek,Reptilion,Ważka,Smocza ważka,Bazyliszek,Bazyliszek większy,Gorgona,Wielka gorgona,Wiwerna,Wiwerna królewska,Hydra,Hydra chaosu,Nimfa,Rusałka,Żywiołak powietrza,Żywiołak burzy,Żywiołak wody,Żywiołak lodu,Żywiołak ognia,Żywiołak energii,Żywiołak ziemi,Żywiołak magmy,Żywiołak umysłu,Żywiołak magii,Ognisty ptak,Feniks,Chłop,Niziołek,Rozbójnik,Knurzy jeździec,Mumia,Nomad,Strzelec,Troll,Złoty golem,Diamentowy golem,Czarodziej,Czarodziejski smok,Rdzawy smok,Kryształowy smok,Błękitny smok
10,Kawalerzysta,0.0678314491,0.078057554,0.0638556659,0.0736176682,0.1814491264,0.1959240794,0.3091983556,0.3823741007,0.279290853,0.52995889,1,1.1263103803,2.7442959918,4.2761779467,0.0659815005,0.0801644399,0.1267728674,0.128725591,0.1074873679,0.1700924974,0.2637340258,0.273381295,0.4847893114,0.527389517,0.9223697651,1.0416132177,2.3021310778,3.657635468,0.0347893114,0.0313673305,0.1016443988,0.1086330935,0.2047790339,0.2282631038,0.2840484377,0.4214285714,0.4883350462,0.5014388489,1.2560637205,1.605344296,2.1493833505,5.1306783145,0.0341726619,0.037307297,0.0804533725,0.0818833163,0.183967112,0.271942446,0.3054470709,0.3275436793,0.5226618705,0.5352925741,0.9312435766,1.0567831449,2.8424460432,4.0503083248,0.0520554985,0.054676259,0.0952209661,0.1102774923,0.1400308325,0.1430972607,0.3097122302,0.6085303186,0.3126382539,0.4435765673,1.2047790339,1.4076567318,1.8048818088,2.4131551901,0.0455806783,0.0518499486,0.0932168551,0.1383350462,0.1769270298,0.2263103803,0.2624099076,0.2949294623,0.5631038027,0.6517471737,0.7851994721,0.8445529291,2.3865597401,3.7345837616,0.039311408,0.0418293936,0.0862281603,0.1245632066,0.0968523002,0.1096290883,0.3393627955,0.4197327852,0.5573997945,0.5967625899,0.6060606061,0.9477389517,2.1022096608,3.535971223,0.0568345324,0.0587358684,0.0760020555,0.0991778006,0.1493833505,0.1547790339,0.3163926002,0.3590646216,0.6274409044,0.8716341213,0.7217368962,0.8510791367,2.2957862282,3.2001541624,0.0303699897,0.0512332991,0.2017471737,0.2270391479,0.2188078109,0.1767852989,0.2344295992,0.2490236382,0.2852004111,0.339311408,0.9862795478,1.2213257965,1.8507815044,2.2636489172,0.0124871531,0.0360611597,0.0844809866,0.096659815,0.1824768756,0.1939362795,0.319373073,0.4209660843,0.4119218911,0.5338643371,0.7315519013,3.0034820758,8.2479405891,12.8157680404,18.7022629157
11,Czempion,0.0616190476,0.071047619,0.0587193587,0.0681355305,0.1650910117,0.1741564298,0.2803809524,0.3455714286,0.2571904762,0.3538570418,0.8878547313,1,2.5066190476,3.9032200676,0.059952381,0.0687619048,0.1151904762,0.116952381,0.0990518117,0.1158193079,0.2278024539,0.2502234138,0.4385238095,0.477952381,0.8202752419,0.9317482903,2.1002715868,3.344075167,0.0316190476,0.0288171855,0.0925714286,0.0974285714,0.186,0.2076190476,0.2608456892,0.2935589708,0.4215238095,0.4583333333,1.1193333333,1.325554259,1.8783333333,4.7473809524,0.0310952381,0.0326666667,0.0739844586,0.0752539822,0.1641077503,0.2110952381,0.2773809524,0.2976190476,0.4724761905,0.4722040045,0.820047619,0.9604285714,2.5884285714,3.6898571429,0.0471428571,0.0495238095,0.0863809524,0.1002857143,0.1271904762,0.1269854068,0.2797619048,0.522,0.2878088515,0.3404322448,1.0745238095,1.2618571429,1.5740568668,2.1685522974,0.0412380952,0.047,0.0847619048,0.1119420535,0.1621904762,0.1674422849,0.2394738061,0.2697270007,0.510047619,0.5546666667,0.6974437582,0.7601428571,2.1779609987,3.416516493,0.0357142857,0.0368011323,0.0785238095,0.0950419027,0.0890703284,0.1010313618,0.3090952381,0.3824761905,0.4928095238,0.553,0.5567527156,0.5911027364,1.9478571429,3.2125238095,0.0514285714,0.0532857143,0.0696666667,0.091047619,0.1340952381,0.140952381,0.2870952381,0.3190776243,0.5681428571,0.8015714286,0.6386602328,0.7702857143,2.0691428571,2.7222655712,0.0260293422,0.0430839002,0.1798095238,0.1493087558,0.1987142857,0.1619847393,0.2135714286,0.2190325287,0.2592857143,0.3076666667,0.785005409,0.9580952381,1.6878874494,2.0706121569,0.0112857143,0.0330309169,0.0769047619,0.0879047619,0.165952381,0.174,0.2785714286,0.364581479,0.374047619,0.4849047619,0.5761904762,2.7373130155,7.5430185772,11.5856747364,17.4756743578
12,Anioł,0.0255230126,0.0294281729,0.0245676292,0.0286131932,0.0684383957,0.0708782255,0.1153616258,0.1420203228,0.108866308,0.1479348298,0.3643921804,0.3989437489,1,1.625034719,0.0249053596,0.0285913529,0.0477585176,0.0486551106,0.0416748295,0.0489652214,0.0943774369,0.1009506822,0.1799960151,0.1964734011,0.3374313366,0.3752934869,0.8102444703,1.3907188529,0.0130105599,0.0120227339,0.0382546324,0.039585631,0.0764893405,0.08573421,0.1094659215,0.1229967804,0.1734251466,0.1734583019,0.4590157402,0.54191234,0.7450886631,1.5339908348,0.0127316198,0.0134688185,0.0310020083,0.0316159713,0.0685602351,0.0873480773,0.1146443515,0.123132098,0.1943415023,0.1942548802,0.3286366499,0.406993425,0.8328707181,1.4818290496,0.0195656505,0.0204423192,0.035803945,0.0415819884,0.0526399681,0.0527126075,0.1150428372,0.1859733015,0.1212936078,0.1436196409,0.4391910739,0.5012950787,0.6234129467,0.8754660701,0.0170950389,0.0194859534,0.0351862921,0.0441116507,0.0677625025,0.0700582228,0.0871177016,0.0992961503,0.2105399482,0.2267383941,0.2879854053,0.297978472,0.840949332,1.4170119425,0.0147838215,0.0152552318,0.0325363618,0.0393410853,0.0374941415,0.0425057117,0.1292488544,0.1600318789,0.2041140813,0.2136909017,0.2339635194,0.2453414037,0.7993225742,1.3729029687,0.0211396693,0.0218569436,0.0289898386,0.0377963738,0.053875274,0.0583183901,0.1186690576,0.1313804144,0.2321578004,0.3977884041,0.2626254766,0.2973497091,0.8554891413,1.1339043322,0.0107239651,0.0139404523,0.0743574417,0.0623476588,0.0819485953,0.0672542565,0.0887627017,0.0915019955,0.1072325164,0.1271966527,0.321983216,0.3762646569,0.6935737275,0.8377583327,0.004642359,0.0138202993,0.0321976489,0.0364614465,0.0687587169,0.0723251644,0.0934803452,0.152412705,0.1540944411,0.2002590157,0.1876405366,1.1251774252,3.1798715203,4.6968502997,7.9730809291
13,Archanioł,0.0155423883,0.0184480401,0.0128921358,0.0129024115,0.043174567,0.0448780879,0.0728805834,0.0919097539,0.0568824066,0.0820021649,0.2338536919,0.2561987238,0.6153714676,1,0.015553783,0.0180264357,0.0295350957,0.0303441203,0.022162239,0.022196293,0.0603008204,0.0617365542,0.1126481313,0.122857794,0.2182429353,0.2423313583,0.5179287104,0.8355402928,0.0079079307,0.00595684,0.0237921604,0.0247948952,0.0473564266,0.0540565178,0.0611070016,0.0697478819,0.1117251595,0.1117707384,0.3034981768,0.3597196901,0.4865314494,0.8699407475,0.0076230629,0.008295351,0.0162856441,0.0167648107,0.0443710119,0.0569507748,0.0731768459,0.0784412033,0.125159526,0.1251060437,0.2162146764,0.2569507748,0.5709968098,0.8013560544,0.0121353692,0.012819052,0.0220601641,0.0255241568,0.0330788514,0.033050394,0.0751709207,0.1151435734,0.0629117455,0.0759174828,0.2816886964,0.3206244303,0.4041476755,0.5350957156,0.0105401094,0.0122037375,0.0219348222,0.0281677302,0.0386850501,0.0401865884,0.0554453322,0.0633244803,0.1372037375,0.1461144029,0.1872835005,0.1933568824,0.5357793984,0.8554025424,0.0090929809,0.0095031905,0.0206927985,0.0256722881,0.0200025003,0.0231819104,0.0854603464,0.1055264357,0.1323723792,0.1433454877,0.126820668,0.1334615847,0.5291932543,0.9784639927,0.0127848678,0.0133773929,0.0153258888,0.0197812215,0.0335460346,0.0349020055,0.0758546035,0.0843322698,0.1449749316,0.3029056518,0.1686075661,0.1913400182,0.5464790337,0.7159298086,0.0064721969,0.0088367983,0.0472766636,0.0337546882,0.0511394713,0.036451189,0.0569279854,0.0595715588,0.0681403829,0.0813354603,0.2118505014,0.2482452142,0.4176310665,0.5318972135,0.0029284412,0.0067027723,0.0207611668,0.022778031,0.0430720146,0.0459434822,0.0372917875,0.1016014129,0.0979945305,0.1291476755,0.1032502496,0.7030520646,2.1323814134,2.9124804727,4.9440351152
14,Centaur,0.992,1.15,0.9692307692,1.6,2.7529411765,2.9473684211,4.469,5.7421875,4.4171220401,8.871,15.1557632399,16.6799046863,40.152,64.293040293,1,1.1989574283,1.854,1.8914027149,2.574,3.957,4.0030911901,4.1081081081,6.962,7.6041666667,14.2092840283,15.6153846154,33.9039665971,53.8649155722,0.491,0.4731182796,1.5306122449,1.6341463415,2.969,3.3495934959,4.3644716692,7.075,7.6075731497,7.6151980598,17.5304347826,26.8177525968,32.5284339458,78.281,0.4854368932,0.5859375,1.228748068,1.8461538462,2.9024390244,4.122,4.462,5.04,8.032,8.4413793103,14.0454163162,15.7679180887,41.6748366013,60.2455546147,0.75,0.7958801498,1.399,1.626,2.0588235294,2.2183098592,4.625,9.175,6.2261380323,9.4400699913,18.147826087,20.0505050505,26.4480874317,33.8328530259,0.649,0.7486631016,1.4180478821,2.064180399,2.7009646302,3.795,3.9616858238,5.77,8.767,9.7623400366,12.1333333333,12.5315457413,34.9851190476,54.5403377111,0.5550416281,0.6440957886,1.332,1.911487759,1.4906832298,1.6877637131,5.095,6.3276836158,8.6447811448,8.9409862571,12.66,15.624,28.7454545455,43.4978843441,0.815,0.8426966292,1.1506849315,1.5101645692,2.2260869565,2.304230423,4.6231155779,5.4923076923,8.954,9.9132111861,11.0294117647,12.6184538653,32.162373146,50.1776649746,0.4733218589,0.7527733756,3.1118881119,3.7070938215,3.178,3.2702237522,3.578,3.8118410381,4.187,5.114,15.2978918423,18.2909090909,27.1787208607,32.5,0.171,0.5403458213,1.2857142857,1.467,2.6865671642,2.9690189329,5.5032925682,6.8175765646,5.9880239521,7.797,11.9565217391,43.3473544388,115.528846154,161.884773663,207.760210804
15,Centaur bojowy,0.8688405797,1.0079710145,0.8372093023,0.9787234043,2.3732251521,2.5851125216,3.9695652174,4.8731884058,3.8398550725,5.1475634866,12.4743589744,14.5429362881,34.9756097561,55.4740834387,0.834057971,1,1.647826087,1.6789855073,1.4507129572,1.7114788004,3.3767926988,3.606779661,6.1688405797,6.7275362319,11.6066838046,13.6608344549,29.5631067961,46.6829268293,0.431884058,0.4069050555,1.3289855073,1.4357142857,2.631884058,2.9618979152,3.8306451613,4.2983565108,5.9649122807,6.6338028169,15.7956521739,18.5136897001,25.4483230664,66.7869565217,0.4282608696,0.4543478261,1.0592938041,1.0835214447,2.3927613941,3.4086956522,3.9695652174,4.2601449275,6.668115942,6.6666666667,12.2898550725,13.6413043478,36.5401146132,52.281884058,0.6623188406,0.7094202899,1.2239130435,1.4224637681,1.8260869565,1.8260869565,3.9756446991,8.4753623188,4.2570281125,5.0349976668,14.9820531228,17.584057971,23.1105047749,29.5904221802,0.5695652174,0.6601449275,1.2065217391,1.815942029,2.3661971831,2.4450366422,3.4651474531,3.9012846518,7.2695652174,8.1260869565,9.9293966624,10.9661835749,30.5126541207,47.3967391304,0.4905797101,0.5114754098,1.1173913044,1.4710144928,1.2903225807,1.4607425441,4.5304347826,5.6108695652,7.0730027548,7.8217821782,8.1835811248,10.4037490988,24.2731884058,38.0975911056,0.7173913043,0.7536231884,1.0043478261,1.3101449275,1.9565217391,2.0231884058,4.1007246377,4.5506692161,7.9195652174,8.5311594203,8.9940039973,11.0847826087,28.7108013937,37.8011472275,0.356448477,0.6556245687,2.5797101449,2.7090301003,2.8253623188,2.3312883436,3.0847826087,3.284416492,3.7137681159,4.3876811594,11.031064111,16.081884058,23.719353156,28.3466891607,0.1528985507,0.4649721017,1.084057971,1.247826087,2.384057971,2.5144927536,4.6028985507,5.3361125586,5.3115942029,6.9094202899,10.1376811594,37.9678107427,99.860219116,144.784688995,185.430385701
16,Krasnolud,0.5490734386,0.632215503,0.9644927536,1.5115942029,1.4588528678,1.5145368492,2.470849528,3.3580810965,4.9413043478,5.7746376812,7.8881232266,8.6812732534,20.9386733417,33.8580246914,0.5393743258,0.6068601583,1,1.0225048924,1.7050724638,2.697826087,2.0506730008,2.1060965954,3.7688405797,4.1563146998,7.3865030675,8.1362725451,17.6330076004,28.4445178336,0.2873938602,0.5144927536,0.8140108535,0.837151187,1.580278129,1.8078104432,4.1594202899,4.5212765957,3.8823012736,3.8781391519,11.4545454545,14.0733399405,16.815920398,49.4722955145,0.2828054299,0.2973240833,1.1891304348,1.2102874433,1.4949748744,2.1444201313,2.4860335196,2.6519337017,4.3269230769,4.3205082951,7.3085339169,8.0557977332,21.9870689655,31.9919064748,0.4243281471,0.4521276596,0.7543478261,0.8761122519,1.1285266458,1.1274158912,2.8623001547,5.7086956522,5.5533726261,6.273255814,9.4863636364,10.6672637707,13.7835638731,18.3940462201,0.3760356915,0.4236006051,0.7439613527,1.0744920993,2.2580645161,2.3525641026,3.3658854167,3.689258312,4.7228506787,5.0353606789,6.3220269718,6.5337171053,18.2672882673,28.8870486916,0.3176283748,0.3277310924,0.7046070461,0.9579990562,1.4652173913,1.5696533682,2.8888888889,3.5146443515,4.4768962511,4.6470588235,9.7753623188,10.3887688985,15.9375,24,0.4768115942,0.4947773502,1.0557971015,1.434057971,1.1347517731,1.182448037,2.5806451613,2.845755281,4.9116997793,5.4768247203,5.7203389831,6.6230366492,20.6827309237,26.5131873044,0.2434705622,0.3920759389,1.6007194245,2.3399133365,1.7269736842,2.3839397742,1.9018743109,1.9839594766,2.2837370242,2.7512633352,8.043373494,9.6267942584,14.1739401496,17.0887363336,0.1086956522,0.6384057971,0.6948018528,0.7720979766,1.4430785676,1.5388046387,4.0317022743,3.5032500855,3.298515668,4.3514879281,8.0882352941,23.0950695919,63.4036939314,89.4248692885,115.422339335
17,Krasnoludzki wojownik,0.5205741627,0.6081339713,0.5896116051,1.1363636364,1.4414784394,1.4953271028,2.3947368421,3.314354067,3.7703349282,4.709569378,7.7684630739,8.5504885994,20.5528255528,32.9553135561,0.528708134,0.5955977557,0.9779904306,1,1.356937799,2.019138756,2.0242282142,2.0789370848,3.6679425837,3.985645933,7.2763900081,8.0142123964,17.3380782918,27.7659574468,0.2655502392,0.3866028708,0.795215311,0.8275010292,1.5440191388,1.7682403434,3.3406698565,3.7416267943,3.8251839031,3.835504886,10.7306220096,13.8425837321,16.546506453,41.8282296651,0.2703349282,0.2923444976,0.7388475836,0.9771986971,1.4577378522,2.1210526316,2.4081339713,2.619138756,4.266507177,4.2588726514,7.2075960294,7.9313304721,21.6511035654,31.1787905346,0.3947368421,0.4306220096,0.7248803828,0.8401913876,1.09375,1.1142553944,2.8291866029,5.5727272727,4.3488038278,4.979233964,9.3169642857,10.4795424549,13.5791583166,18.166344294,0.3473684211,0.4052631579,0.7281323877,1.0470743511,1.7880382775,1.9861244019,2.8444976077,3.2612440191,4.6688995215,4.9582172702,6.2303664922,6.4358039692,17.9123809524,28.2324376821,0.3043062201,0.3211198024,0.6894736842,0.938077634,0.9022556391,1.1483253589,2.7306220096,3.4162679426,4.4191049914,4.6025801082,7.8320574163,8.3062200957,15.6488038278,23.6140888208,0.438277512,0.4703349282,0.6870813397,1.0822966507,1.1198600175,1.1646951774,2.494351559,2.8088119591,4.7751196172,5.395215311,5.6343906511,6.5150214592,19.7129186603,26.0245721808,0.2379922112,0.3827558421,1.5752212389,1.9186735097,1.6818181818,1.9717703349,1.8770334928,1.9591496457,2.2057416268,2.7105263158,7.9249762583,9.4860914663,13.9264931087,16.8193193193,0.0966507177,0.4483253589,0.6818181818,0.7545454545,1.4153110048,1.5178178619,2.8899521531,3.4547908232,3.2110047847,4.2177033493,6.4765550239,22.6463104326,61.3294663573,89.628616997,115.54073857
18,Leśny elf,0.3316749585,0.3873358033,0.5305263158,0.7863247863,1.2763636364,1.8345618346,1.6585911293,2.5128205128,2.3504273504,3.0193236715,9.3034188034,10.0957264957,23.9952991453,45.1217948718,0.3885003885,0.6893162393,0.5864853379,0.7369534556,1,1.5820512821,2.4076923077,2.9901709402,2.0548489666,2.7046143483,8.6038461539,9.6371794872,20.1990049751,38.3598290598,0.1412973667,0.2466367713,0.7051282051,1.0094017094,0.9765625,1.3806970509,1.8657937807,2.5138632163,4.367948718,4.3653846154,6.2376237624,14.9427350427,18.6072649573,29.6442687747,0.1539882969,0.3235042735,0.6745863386,0.7597340931,1.7252136752,2.4034188034,1.6181818182,2.0512820513,3.2692307692,4.8940423831,8.4636752137,11.8461538462,24.0209401709,42.9952991453,0.2159050018,0.2552552553,0.4164895878,0.5948717949,0.7317073171,1.3218631977,1.8974358974,6.6504273504,2.7876397107,3.8467023173,11.1829059829,12.3897435897,15.791025641,25.5871794872,0.1794949802,0.2369534556,0.585106383,1.1824786325,1.1695092238,1.4066692219,1.547440886,2.0345557123,3.5683760684,5.6905982906,7.3957264957,7.6094017094,20.8786324786,39.2487179487,0.1803968731,0.364957265,0.5555555556,1.0064102564,0.8184143223,0.9712666936,1.5721844293,2.3512946116,5.2666666667,5.4354700855,6.0183760684,6.6141025641,12.1521906226,27.758974359,0.2304526749,0.2636203866,0.6508547009,0.8756410256,1.3948717949,1.6816239316,1.6707021792,3.3841880342,3.4008406572,5.2717948718,6.6794871795,7.5423076923,11.3843603205,30.2371794872,0.2572649573,0.3625954198,1.9213675214,1.6834083824,1.2539808917,1.7051282051,1.6581196581,2.3854700855,1.538034188,2.094017094,8.8705128205,10.344017094,19.6811965812,23.6988716502,0.0316589278,0.2792256143,0.4807692308,0.6196581197,1.0671936759,1.8752136752,2.9414529915,3.8266068759,2.2927015667,2.8714338644,3.872,31.8425760286,82.9661016949,129.06167979,165.919612795
19,Wysoki elf,0.2128791911,0.2479517033,0.3692848769,0.4998641673,0.8658115442,1.5987915408,1.0866910867,1.3539028321,1.6072507553,2.0598736611,5.8791540786,8.6341389728,20.4226586103,45.0525679758,0.2527167046,0.5842900302,0.3706688155,0.4952606635,0.6320907618,1,2.0537764351,2.9882175227,1.2659157689,1.7605788204,4.6438673181,8.3679758308,17.2027190332,38.3812688822,0.0857699805,0.1725039205,0.4289056408,0.8839879154,0.6215813028,0.9464736963,1.2754531215,1.5219337511,2.0543806647,3.6287009063,3.8620689655,7.9820123665,10.2114803625,21.7833284926,0.0963020031,0.1812688822,0.4743436754,0.4843592331,1.0785498489,1.998489426,1.04928083,1.3256006628,1.7700138825,2.5505313607,7.2051359517,11.8637462236,19.8416918429,42.9987915408,0.1323042999,0.1617507136,0.2603613177,0.3960725076,0.4758308157,0.7930513595,1.0953226761,5.0265861027,1.8166238218,2.7165156093,6.3051359517,10.7048338369,13.3697885196,25.1824773414,0.1084558824,0.1487778959,0.3713527851,0.9909365559,0.8263649779,0.9147557328,1.0962680238,1.3506554307,1.9226341239,4.7592145015,4.2488327383,6.529305136,17.8012084592,39.1918429003,0.1141769743,0.2142268608,0.3397804496,0.8132930514,0.5731343284,0.6726457399,0.980900731,1.5466052934,3.1027190332,4.6362537764,3.7104337632,4.8495468278,7.9228263593,24.3697885196,0.1399650087,0.1642036125,0.4673716012,0.6060422961,1.2253776435,1.6809667674,1.0804462713,2.1570996979,2.2508851796,3.1151057402,4.0785498489,6.3347432024,7.0887818307,14.336475707,0.138469285,0.2729885057,1.0755287009,1.2331895458,0.8426966292,1.1360239163,1.0252600297,2.083081571,1.0090634441,1.3652828086,5.0422960725,8.3960725076,19.6610271903,23.6519637462,0.0175994368,0.1892983342,0.2753416276,0.3928474668,0.7273706897,1.0422960725,2.219939577,2.2097539922,1.5182186235,1.8828960156,2.8652616623,31.8218755079,82.852265861,129.105438066,165.745217574
20,Pegaz,0.2606177606,0.2967181467,0.2445945946,0.2841698842,0.6986486486,0.7646356033,1.1893822394,1.4824324324,1.1206563707,1.5474903475,3.7916988417,4.3897683398,10.5957528958,16.5835222978,0.2498069498,0.2961389961,0.4876447876,0.494015444,0.4153354633,0.4869079141,1,1.0654440154,1.8463320463,2.0104247104,3.5299227799,4.1208494209,8.9312557287,14.1127314436,0.132046332,0.1213458356,0.3888030888,0.4194980695,0.7886100386,0.8845559846,1.1318532819,1.2888551933,1.8104247104,1.9791505792,4.8463320463,5.7395752896,7.8057915058,20.044015444,0.1303088803,0.1370656371,0.3086872587,0.3127850906,0.6974903475,0.9837837838,1.1920849421,1.2799227799,2.0260617761,2.0271613117,3.7175675676,4.1361003861,11.0166023166,15.7098455598,0.1969111969,0.2083011583,0.3627413127,0.4214285714,0.5362934363,0.5369013124,1.2117760618,2.4750965251,1.2683218666,1.5011129661,4.5575289575,5.3457528958,7.0106177606,9.0656370656,0.1727799228,0.1963320463,0.355019305,0.5312741313,0.6870656371,0.7216216216,1.0281853282,1.1606177606,2.2164092664,2.4866795367,3.0281853282,3.3167953668,9.2189189189,14.3673805601,0.1480694981,0.1532818533,0.3276061776,0.4579150579,0.3706563707,0.4189212777,1.3451737452,1.6698841699,2.1513513514,2.3783783784,2.4571428571,3.7606177606,7.6303088803,12.2976833977,0.2173745174,0.2254826255,0.2945945946,0.3868725869,0.5810810811,0.5967181467,1.2353281853,1.3701784686,2.3691119691,2.7038610039,2.7343629344,3.3333976834,8.7984555985,11.521042471,0.1088803089,0.1994208494,0.772972973,0.7738853503,0.83996139,0.6823487161,0.9152509653,0.9754826255,1.1148648649,1.3243243243,3.3930501931,4.8611969112,7.1764520202,8.6421499293,0.0469111969,0.137892995,0.3173745174,0.367953668,0.7003861004,0.7430501931,1.3233590734,1.5975039002,1.5961389961,2.099034749,3.0075289575,11.5414087828,30.8688543735,47.6016456922,61.3436551778
21,Srebrny pegaz,0.2537593985,0.2894736842,0.1994301994,0.1994363755,0.6802631579,0.7090851535,1.1370300752,1.430075188,0.863142908,1.2746430999,3.6578947368,3.9964285714,9.9058270677,16.1978589886,0.2434210526,0.2772556391,0.4748120301,0.4810150376,0.334429041,0.3346476595,0.938575829,1,1.7793233083,1.9434210526,3.405075188,3.7929745889,8.0970583347,13.7258964143,0.1287593985,0.0962941348,0.3785714286,0.3928571429,0.7693609023,0.8539473684,0.9368836292,1.0850486676,1.7381578947,1.738648948,4.7011278196,5.5718045113,7.5565789474,13.6314067612,0.1266917293,0.1332706767,0.2547260493,0.2577873255,0.665052161,0.8714285714,1.1396616541,1.2210526316,1.9490601504,1.9505976096,3.3646616541,3.9947368421,8.9727352683,15.2545112782,0.1917293233,0.2037593985,0.3539473684,0.4105263158,0.5229323308,0.5235167027,1.1618421053,2.1248120301,0.9810273022,1.1835033454,4.3885338346,4.9530075188,6.3114754098,8.8302631579,0.167481203,0.1917293233,0.3456766917,0.4419684308,0.5954279638,0.6185740772,0.8737535913,0.9859876965,2.1383458647,2.2770676692,2.9167293233,3.0191729323,8.3934309175,13.9513677812,0.1441729323,0.1492481203,0.3204887218,0.3866541353,0.3031259867,0.3503649635,1.297556391,1.602631579,2.0629699248,2.1631578947,1.9799812324,2.0819506565,7.4295112782,11.6118421053,0.2116541353,0.2195488722,0.2490601504,0.3234962406,0.5441729323,0.5802631579,1.1827067669,1.3178294574,2.2635338346,2.6086466165,2.6345864662,2.9960526316,8.4947368421,11.1484962406,0.1060150376,0.1373626374,0.7441729323,0.5326027397,0.8197368421,0.5847053393,0.8753759399,0.9165413534,1.0659774436,1.2693609023,3.2840225564,3.8385338346,6.9250685349,8.3573737876,0.0458646617,0.1060520362,0.3090225564,0.3582706767,0.6819548872,0.7171052632,0.5806451613,1.5398496241,1.5285714286,2.0142857143,1.6034985423,11.1949685535,30.5795927811,46.6366330765,60.4176245211
22,Drzewiec,0.1447963801,0.1683255269,0.2833655706,0.4570599613,0.3893942756,0.404259159,0.6521101993,0.8708530806,1.367311412,1.5889748549,2.062751749,2.2803778912,5.5556785477,8.8772000809,0.143636886,0.1621050159,0.2653335897,0.2726324028,0.4866537718,0.7899419729,0.5416143873,0.5620114093,1,1.1046911542,1.9392247396,2.1352687493,4.661754856,7.5098090505,0.076415422,0.150483559,0.2150117279,0.2229617304,0.4275696939,0.4811959822,1.1506769826,1.2399708242,1.0094781318,1.0088893649,3.0139034235,3.7075718016,4.4865451913,14.039685511,0.0751089079,0.0794491525,0.3477756286,0.3570897188,0.3836234687,0.5616850552,0.6575059102,0.7008322383,1.1276533019,1.127383255,1.9321994678,2.1583742116,5.783446712,8.3578057089,0.1136148457,0.1198533559,0.1976789168,0.2313392373,0.3014714679,0.3009170806,0.7585075851,0.5267761033,1.5622697126,1.7581880398,2.4895622092,2.8139397519,3.6437943644,4.7806169195,0.1009064478,0.1134215501,0.1973852858,0.2833333333,0.6303939962,0.6508246143,0.9524686809,1.0292543703,1.2438552063,1.3248976554,1.6611188661,1.7210007582,4.8285068803,7.6252513771,0.0849858357,0.0874733655,0.1879699248,0.2525818091,0.4245647969,0.4516371848,0.7410046313,0.9004421814,1.1695706639,1.2313515921,2.7680851064,2.9740812379,4.3977746871,6.8275404029,0.1259187621,0.1307189542,0.3054158607,0.4210831721,0.3092160889,0.3182100684,0.6752293578,0.7390539282,1.2934166546,1.6029939186,1.4950166113,1.7148666968,5.4146405572,6.9400889305,0.06497342,0.1042581212,0.4271145771,0.6721991701,0.4643278302,0.6892798839,0.4966887417,0.510814042,0.6035113387,0.7188967136,2.1086544536,2.5213032582,3.7454695222,4.5516727618,0.0290135397,0.1891682785,0.1840992772,0.2044557248,0.3851091142,0.4060256561,1.1321083172,0.9053934571,0.8628127696,1.1356975381,2.3078390235,6.0718826558,16.9388016661,25.7397107898,33.4613589102
